ID	loc	Sample_number	Year_collect	Length	Weight	samp	clust
PM_OCQ_397	OCQ	1	2019	82	0.846	OCQ_2019	clust1
PM_OCQ_398	OCQ	2	2019	77	0.654	OCQ_2019	clust1
PM_OCQ_399	OCQ	3	2019	66	0.423	OCQ_2019	clust1
PM_OCQ_400	OCQ	4	2019	65	0.446	OCQ_2019	clust1
PM_OCQ_401	OCQ	5	2019	72	0.552	OCQ_2019	clust1
PM_OCQ_402	OCQ	6	2019	64	0.473	OCQ_2019	clust1
PM_OCQ_403	OCQ	7	2019	60	0.333	OCQ_2019	clust1
PM_OCQ_404	OCQ	8	2019	12	0.002	OCQ_2019	clust1
PM_OCQ_405	OCQ	9	2019	62	0.333	OCQ_2019	clust1
PM_OCQ_406	OCQ	10	2019	55	0.262	OCQ_2019	clust1
PM_OCQ_407	OCQ	11	2019	54	0.207	OCQ_2019	clust1
PM_OCQ_408	OCQ	12	2019	55	0.176	OCQ_2019	clust1
PM_OCQ_409	OCQ	13	2019	55	0.248	OCQ_2019	clust1
PM_OCQ_410	OCQ	14	2019	57	0.254	OCQ_2019	clust1
PM_OCQ_411	OCQ	15	2019	54	0.116	OCQ_2019	clust1
PM_OCQ_412	OCQ	16	2019	59	0.233	OCQ_2019	clust1
PM_OCQ_413	OCQ	17	2019	39	0.068	OCQ_2019	clust1
PM_OCQ_414	OCQ	18	2019	68	0.252	OCQ_2019	clust1
PM_OCQ_415	OCQ	19	2019	56	0.218	OCQ_2019	clust1
PM_OCQ_416	OCQ	20	2019	54	0.208	OCQ_2019	clust1
PM_OCQ_417	OCQ	21	2019	50	0.187	OCQ_2019	clust1
PM_OCQ_418	OCQ	22	2019	26	0.019	OCQ_2019	clust1
PM_OCQ_419	OCQ	23	2019	27	0.033	OCQ_2019	clust1
PM_OCQ_420	OCQ	24	2019	55	0.268	OCQ_2019	clust1
PM_OCQ_421	OCQ	25	2019	67	0.513	OCQ_2019	clust1
PM_OCQ_422	OCQ	26	2019	24	0.025	OCQ_2019	clust1
PM_OCQ_423	OCQ	27	2019	55	0.203	OCQ_2019	clust1
PM_OCQ_424	OCQ	28	2019	51	0.159	OCQ_2019	clust1
PM_OCQ_425	OCQ	29	2019	52	0.191	OCQ_2019	clust1
PM_OCQ_426	OCQ	30	2019	37	0.074	OCQ_2019	clust1
PM_OCQ_427	OCQ	31	2019	34	0.028	OCQ_2019	clust1
PM_OCQ_428	OCQ	32	2019	46	0.108	OCQ_2019	clust1
PM_OCQ_429	OCQ	33	2019	31	0.027	OCQ_2019	clust1
PM_OCQ_430	OCQ	34	2019	34	0.064	OCQ_2019	clust1
PM_OCQ_431	OCQ	35	2019	26	0.024	OCQ_2019	clust1
PM_OCQ_432	OCQ	36	2019	51	0.169	OCQ_2019	clust1
PM_OCQ_433	OCQ	37	2019	62	0.393	OCQ_2019	clust1
PM_OCQ_434	OCQ	38	2019	56	0.196	OCQ_2019	clust1
PM_OCQ_435	OCQ	39	2019	52	0.167	OCQ_2019	clust1
PM_OCQ_436	OCQ	40	2019	57	0.216	OCQ_2019	clust1
PM_OCQ_437	OCQ	41	2019	47	0.084	OCQ_2019	clust1
PM_OCQ_438	OCQ	42	2019	56	0.221	OCQ_2019	clust1
PM_OCQ_439	OCQ	43	2019	57	0.243	OCQ_2019	clust1
PM_OCQ_440	OCQ	44	2019	68	0.471	OCQ_2019	clust1
PM_OCQ_441	OCQ	45	2019	42	0.112	OCQ_2019	clust1
PM_OCQ_442	OCQ	46	2019	47	0.104	OCQ_2019	clust1
PM_OCQ_443	OCQ	47	2019	50	0.166	OCQ_2019	clust1
PM_OCQ_444	OCQ	48	2019	62	0.314	OCQ_2019	clust1
PM_OCQ_445	OCQ	49	2019	37	0.044	OCQ_2019	clust1
PM_OCQ_446	OCQ	50	2019	63	0.336	OCQ_2019	clust1
PM_OCQ_447	OCQ	51	2019	66	0.292	OCQ_2019	clust1
PM_OCQ_448	OCQ	52	2019	57	0.29	OCQ_2019	clust1
PM_OCQ_449	OCQ	53	2019	50	0.091	OCQ_2019	clust1
PM_OCQ_450	OCQ	54	2019	51	0.136	OCQ_2019	clust1
PM_OCQ_451	OCQ	55	2019	27	0.012	OCQ_2019	clust1
PM_OCQ_452	OCQ	56	2019	67	0.367	OCQ_2019	clust1
PM_OCQ_453	OCQ	57	2019	53	0.146	OCQ_2019	clust1
PM_OCQ_454	OCQ	58	2019	55	0.162	OCQ_2019	clust1
PM_OCQ_455	OCQ	59	2019	48	0.112	OCQ_2019	clust1
PM_OCQ_456	OCQ	60	2019	43	0.087	OCQ_2019	clust1
PM_OCQ_457	OCQ	61	2019	50	0.136	OCQ_2019	clust1
PM_OCQ_458	OCQ	62	2019	31	0.049	OCQ_2019	clust1
PM_OCQ_459	OCQ	63	2019	42	0.129	OCQ_2019	clust1
PM_OCQ_460	OCQ	64	2019	50	0.147	OCQ_2019	clust1
PM_OCQ_461	OCQ	65	2019	56	0.206	OCQ_2019	clust1
PM_OCQ_462	OCQ	66	2019	63	0.326	OCQ_2019	clust1
PM_OCQ_463	OCQ	67	2019	66	0.407	OCQ_2019	clust1
PM_OCQ_464	OCQ	68	2019	51	0.147	OCQ_2019	clust1
PM_OCQ_465	OCQ	69	2019	28	0.026	OCQ_2019	clust1
PM_OCQ_466	OCQ	70	2019	54	0.172	OCQ_2019	clust1
PM_OCQ_467	OCQ	71	2019	46	0.107	OCQ_2019	clust1
PM_OCQ_468	OCQ	72	2019	52	0.197	OCQ_2019	clust1
PM_OCQ_469	OCQ	73	2019	56	0.196	OCQ_2019	clust1
PM_OCQ_470	OCQ	74	2019	24	0.022	OCQ_2019	clust1
PM_OCQ_471	OCQ	75	2019	3	0.011	OCQ_2019	clust1
PM_OCQ_472	OCQ	76	2019	32	0.009	OCQ_2019	clust1
PM_OCQ_473	OCQ	77	2019	51	0.122	OCQ_2019	clust1
PM_OCQ_474	OCQ	78	2019	43	0.109	OCQ_2019	clust1
PM_OCQ_475	OCQ	79	2019	47	0.093	OCQ_2019	clust1
PM_OCQ_476	OCQ	80	2019	56	0.227	OCQ_2019	clust1
PM_OCQ_477	OCQ	81	2019	53	0.176	OCQ_2019	clust1
PM_OCQ_478	OCQ	82	2019	46	0.072	OCQ_2019	clust1
PM_OCQ_479	OCQ	83	2019	62	0.276	OCQ_2019	clust1
PM_OCQ_480	OCQ	84	2019	51	0.126	OCQ_2019	clust1
PM_OCQ_481	OCQ	85	2019	55	0.147	OCQ_2019	clust1
PM_OCQ_482	OCQ	86	2019	56	0.272	OCQ_2019	clust1
PM_OCQ_483	OCQ	87	2019	32	0.021	OCQ_2019	clust1
PM_OCQ_484	OCQ	88	2019	35	0.033	OCQ_2019	clust1
PM_OCQ_485	OCQ	89	2019	24	0.013	OCQ_2019	clust1
PM_OCQ_486	OCQ	90	2019	46	0.169	OCQ_2019	clust1
PM_OCQ_487	OCQ	91	2019	56	0.227	OCQ_2019	clust1
PM_OCQ_488	OCQ	92	2019	29	0.013	OCQ_2019	clust1
PM_OCQ_489	OCQ	93	2019	22	0.01	OCQ_2019	clust1
PM_OCQ_490	OCQ	94	2019	30	0.012	OCQ_2019	clust1
PM_OCQ_491	OCQ	95	2019	31	0.026	OCQ_2019	clust1
PM_OCQ_492	OCQ	96	2019	47	0.153	OCQ_2019	clust1
PM_OCQ_493	OCQ	97	2019	33	0.029	OCQ_2019	clust1
PM_OCQ_494	OCQ	98	2019	31	0.047	OCQ_2019	clust1
PM_OCQ_495	OCQ	99	2019	52	0.16	OCQ_2019	clust1
PM_OCQ_496	OCQ	100	2019	43	0.112	OCQ_2019	clust1
PM_OCQ_497	OCQ	101	2019	35	0.041	OCQ_2019	clust1
PM_OCQ_498	OCQ	102	2019	48	0.142	OCQ_2019	clust1
PM_OCQ_499	OCQ	103	2019	47	0.21	OCQ_2019	clust1
PM_OCQ_500	OCQ	104	2019	27	0.021	OCQ_2019	clust1
PM_OCQ_501	OCQ	105	2019	56	0.252	OCQ_2019	clust1
PM_OCQ_502	OCQ	106	2019	23	0.016	OCQ_2019	clust1
PM_OCQ_503	OCQ	107	2019	58	0.252	OCQ_2019	clust1
PM_OCQ_504	OCQ	108	2019	28	0.014	OCQ_2019	clust1
PM_OCQ_505	OCQ	109	2019	27	0.016	OCQ_2019	clust1
PM_OCQ_506	OCQ	110	2019	33	0.021	OCQ_2019	clust1
PM_OCQ_507	OCQ	111	2019	47	0.182	OCQ_2019	clust1
PM_OCQ_508	OCQ	112	2019	55	0.219	OCQ_2019	clust1
PM_OCQ_509	OCQ	113	2019	49	0.171	OCQ_2019	clust1
PM_OCQ_510	OCQ	114	2019	47	0.141	OCQ_2019	clust1
PM_OCQ_511	OCQ	115	2019	54	0.202	OCQ_2019	clust1
PM_OCQ_512	OCQ	116	2019	47	0.159	OCQ_2019	clust1
PM_OCQ_513	OCQ	117	2019	32	0.053	OCQ_2019	clust1
PM_OCQ_514	OCQ	118	2019	33	0.027	OCQ_2019	clust1
PM_OCQ_515	OCQ	119	2019	27	0.033	OCQ_2019	clust1
PM_OCQ_516	OCQ	120	2019	26	0.013	OCQ_2019	clust1
PM_OCQ_517	OCQ	121	2019	27	0.017	OCQ_2019	clust1
PM_STE_001	STE	122	2019	145	4.944	STE_2019	clust1
PM_STE_002	STE	123	2019	144	4.642	STE_2019	clust1
PM_STE_003	STE	124	2019	155	5.548	STE_2019	clust1
PM_STE_004	STE	125	2019	140	4.598	STE_2019	clust1
PM_STE_005	STE	126	2019	155	5.91	STE_2019	clust1
PM_STE_006	STE	127	2019	179	8.565	STE_2019	clust1
PM_STE_007	STE	128	2019	138	3.86	STE_2019	clust1
PM_STE_008	STE	129	2019	142	4.284	STE_2019	clust1
PM_STE_009	STE	130	2019	154	5.965	STE_2019	clust1
PM_STE_010	STE	131	2019	165	6.802	STE_2019	clust1
PM_STE_011	STE	132	2019	129	3.83	STE_2019	clust1
PM_STE_012	STE	133	2019	138	4.082	STE_2019	clust1
PM_STE_013	STE	134	2019	142	4.309	STE_2019	clust1
PM_STE_014	STE	135	2019	138	4.385	STE_2019	clust1
PM_STE_015	STE	136	2019	142	4.153	STE_2019	clust1
PM_STE_016	STE	137	2019	125	3.337	STE_2019	clust1
PM_STE_017	STE	138	2019	128	3.082	STE_2019	clust1
PM_STE_018	STE	139	2019	157	5.778	STE_2019	clust1
PM_STE_019	STE	140	2019	143	4.689	STE_2019	clust1
PM_STE_020	STE	141	2019	149	5.366	STE_2019	clust1
PM_STE_021	STE	142	2019	136	3.881	STE_2019	clust1
PM_STE_022	STE	143	2019	149	5.219	STE_2019	clust1
PM_STE_023	STE	144	2019	156	5.554	STE_2019	clust1
PM_STE_024	STE	145	2019	130	3.952	STE_2019	clust1
PM_STE_025	STE	146	2019	155	6.038	STE_2019	clust1
PM_STE_026	STE	147	2019	140	4.059	STE_2019	clust1
PM_STE_027	STE	148	2019	146	4.907	STE_2019	clust1
PM_STE_028	STE	149	2019	159	6.027	STE_2019	clust1
PM_STE_029	STE	150	2019	155	6.103	STE_2019	clust1
PM_STE_030	STE	151	2019	133	3.829	STE_2019	clust1
PM_STE_031	STE	152	2019	156	5.895	STE_2019	clust1
PM_STE_032	STE	153	2019	152	5.652	STE_2019	clust1
PM_STE_033	STE	154	2019	165	6.702	STE_2019	clust1
PM_STE_034	STE	155	2019	136	4.541	STE_2019	clust1
PM_STE_035	STE	156	2019	128	3.623	STE_2019	clust1
PM_STE_036	STE	157	2019	129	3.654	STE_2019	clust1
PM_STE_037	STE	158	2019	126	3.138	STE_2019	clust1
PM_STE_038	STE	159	2019	143	4.335	STE_2019	clust1
PM_STE_039	STE	160	2019	143	4.722	STE_2019	clust1
PM_STE_040	STE	161	2019	156	6.182	STE_2019	clust1
PM_STE_041	STE	162	2019	144	4.138	STE_2019	clust1
PM_STE_042	STE	163	2019	153	5.076	STE_2019	clust1
PM_STE_043	STE	164	2019	140	3.993	STE_2019	clust1
PM_STE_044	STE	165	2019	144	5.259	STE_2019	clust1
PM_STE_045	STE	166	2019	151	5.32	STE_2019	clust1
PM_STE_046	STE	167	2019	143	3.773	STE_2019	clust1
PM_STE_047	STE	168	2019	155	5.316	STE_2019	clust1
PM_STE_048	STE	169	2019	159	5.944	STE_2019	clust1
PM_STE_049	STE	170	2019	140	4.38	STE_2019	clust1
PM_STE_050	STE	171	2019	134	3.958	STE_2019	clust1
PM_STE_051	STE	172	2019	150	5.211	STE_2019	clust1
PM_STE_052	STE	173	2019	145	5.26	STE_2019	clust1
PM_STE_053	STE	174	2019	136	3.39	STE_2019	clust1
PM_STE_054	STE	175	2019	133	3.561	STE_2019	clust1
PM_STE_055	STE	176	2019	134	4.144	STE_2019	clust1
PM_STE_056	STE	177	2019	145	5.044	STE_2019	clust1
PM_STE_057	STE	178	2019	130	3.253	STE_2019	clust1
PM_STE_058	STE	179	2019	144	5.385	STE_2019	clust1
PM_STE_059	STE	180	2019	169	8.306	STE_2019	clust1
PM_STE_060	STE	181	2019	152	6.152	STE_2019	clust1
PM_STE_061	STE	182	2019	130	3.54	STE_2019	clust1
PM_STE_062	STE	183	2019	125	3.043	STE_2019	clust1
PM_STE_063	STE	184	2019	129	3.151	STE_2019	clust1
PM_STE_064	STE	185	2019	154	5.702	STE_2019	clust1
PM_STE_065	STE	186	2019	141	4.145	STE_2019	clust1
PM_STE_066	STE	187	2019	140	3.924	STE_2019	clust1
PM_STE_067	STE	188	2019	137	3.666	STE_2019	clust1
PM_STE_068	STE	189	2019	150	5.139	STE_2019	clust1
PM_STE_069	STE	190	2019	132	3.311	STE_2019	clust1
PM_STE_070	STE	191	2019	150	5.307	STE_2019	clust1
PM_STE_071	STE	192	2019	129	2.697	STE_2019	clust1
PM_STE_072	STE	193	2019	139	4.246	STE_2019	clust1
PM_STE_073	STE	194	2019	146	5.16	STE_2019	clust1
PM_STE_074	STE	195	2019	144	4.338	STE_2019	clust1
PM_STE_075	STE	196	2019	139	4.399	STE_2019	clust1
PM_STE_076	STE	197	2019	155	6.545	STE_2019	clust1
PM_STE_077	STE	198	2019	129	3.377	STE_2019	clust1
PM_STE_078	STE	199	2019	127	3.883	STE_2019	clust1
PM_STE_079	STE	200	2019	136	4.254	STE_2019	clust1
PM_STE_080	STE	201	2019	134	4.399	STE_2019	clust1
PM_STE_081	STE	202	2019	152	6.024	STE_2019	clust1
PM_STE_082	STE	203	2019	124	3.258	STE_2019	clust1
PM_STE_083	STE	204	2019	149	5.251	STE_2019	clust1
PM_STE_084	STE	205	2019	136	4.427	STE_2019	clust1
PM_STE_085	STE	206	2019	148	4.596	STE_2019	clust1
PM_STE_086	STE	207	2019	143	4.445	STE_2019	clust1
PM_STE_087	STE	208	2019	144	5.956	STE_2019	clust1
PM_STE_088	STE	209	2019	145	4.201	STE_2019	clust1
PM_STE_089	STE	210	2019	132	3.762	STE_2019	clust1
PM_STE_090	STE	211	2019	120	3.123	STE_2019	clust1
PM_STE_091	STE	212	2019	138	4.949	STE_2019	clust1
PM_STE_092	STE	213	2019	140	3.669	STE_2019	clust1
PM_STE_093	STE	214	2019	122	2.899	STE_2019	clust1
PM_STE_094	STE	215	2019	132	3.516	STE_2019	clust1
PM_STE_095	STE	216	2019	122	3.279	STE_2019	clust1
PM_STE_096	STE	217	2019	150	4.7	STE_2019	clust1
PM_STE_097	STE	218	2019	146	4.754	STE_2019	clust1
PM_STE_098	STE	219	2019	135	3.891	STE_2019	clust1
PM_STE_099	STE	220	2019	150	5.506	STE_2019	clust1
PM_STE_100	STE	221	2019	140	4.913	STE_2019	clust1
PM_STE_101	STE	222	2019	146	5.623	STE_2019	clust1
PM_STE_102	STE	223	2019	152	5.951	STE_2019	clust1
PM_STE_103	STE	224	2019	133	3.74	STE_2019	clust1
PM_STE_104	STE	225	2019	160	6.299	STE_2019	clust1
PM_STE_105	STE	226	2019	135	4.102	STE_2019	clust1
PM_STE_106	STE	227	2019	154	5.932	STE_2019	clust1
PM_STE_107	STE	228	2019	145	5.276	STE_2019	clust1
PM_STE_108	STE	229	2019	150	5.622	STE_2019	clust1
PM_STE_109	STE	230	2019	147	5.514	STE_2019	clust1
PM_STE_110	STE	231	2019	137	4.23	STE_2019	clust1
PM_STE_111	STE	232	2019	145	5.136	STE_2019	clust1
PM_STE_112	STE	233	2019	137	4.398	STE_2019	clust1
PM_STE_113	STE	234	2019	155	6.14	STE_2019	clust1
PM_STE_114	STE	235	2019	153	5.521	STE_2019	clust1
PM_STE_115	STE	236	2019	147	5.129	STE_2019	clust1
PM_STE_116	STE	237	2019	147	4.779	STE_2019	clust1
PM_STE_117	STE	238	2019	143	4.769	STE_2019	clust1
PM_STE_118	STE	239	2019	167	7.711	STE_2019	clust1
PM_STE_119	STE	240	2019	162	7.018	STE_2019	clust1
PM_STE_120	STE	241	2019	135	4.454	STE_2019	clust1
PM_STE_121	STE	242	2019	111	2.182	STE_2019	clust1
PM_STE_122	STE	243	2019	138	3.877	STE_2019	clust1
PM_CAT_001	CAT	244	2019	40	0.045	CAT_2019	clust1
PM_CAT_002	CAT	245	2019	43	0.067	CAT_2019	clust1
PM_CAT_003	CAT	246	2019	42	0.049	CAT_2019	clust1
PM_CAT_004	CAT	247	2019	45	0.054	CAT_2019	clust1
PM_CAT_005	CAT	248	2019	43	0.065	CAT_2019	clust1
PM_CAT_006	CAT	249	2019	45	0.075	CAT_2019	clust1
PM_CAT_007	CAT	250	2019	41	0.064	CAT_2019	clust1
PM_CAT_008	CAT	251	2019	46	0.099	CAT_2019	clust1
PM_CAT_009	CAT	252	2019	46	0.082	CAT_2019	clust1
PM_CAT_010	CAT	253	2019	45	0.071	CAT_2019	clust1
PM_CAT_011	CAT	254	2019	41	0.051	CAT_2019	clust1
PM_CAT_012	CAT	255	2019	42	0.038	CAT_2019	clust1
PM_CAT_013	CAT	256	2019	39	0.06	CAT_2019	clust1
PM_CAT_014	CAT	257	2019	46	0.088	CAT_2019	clust1
PM_CAT_015	CAT	258	2019	42	0.071	CAT_2019	clust1
PM_CAT_016	CAT	259	2019	45	0.087	CAT_2019	clust1
PM_CAT_017	CAT	260	2019	50	0.137	CAT_2019	clust1
PM_CAT_018	CAT	261	2019	52	0.124	CAT_2019	clust1
PM_CAT_019	CAT	262	2019	53	0.138	CAT_2019	clust1
PM_CAT_020	CAT	263	2019	44	0.076	CAT_2019	clust1
PM_CAT_021	CAT	264	2019	48	0.1	CAT_2019	clust1
PM_CAT_022	CAT	265	2019	49	0.107	CAT_2019	clust1
PM_CAT_023	CAT	266	2019	49	0.117	CAT_2019	clust1
PM_CAT_024	CAT	267	2019	49	0.131	CAT_2019	clust1
PM_CAT_025	CAT	268	2019	50	0.12	CAT_2019	clust1
PM_CAT_026	CAT	269	2019	48	0.079	CAT_2019	clust1
PM_CAT_027	CAT	270	2019	49	0.111	CAT_2019	clust1
PM_CAT_028	CAT	271	2019	47	0.081	CAT_2019	clust1
PM_CAT_029	CAT	272	2019	48	0.098	CAT_2019	clust1
PM_CAT_030	CAT	273	2019	41	0.071	CAT_2019	clust1
PM_CAT_031	CAT	274	2019	50	0.146	CAT_2019	clust1
PM_CAT_032	CAT	275	2019	41	0.056	CAT_2019	clust1
PM_CAT_033	CAT	276	2019	45	0.094	CAT_2019	clust1
PM_CAT_034	CAT	277	2019	49	0.108	CAT_2019	clust1
PM_CAT_035	CAT	278	2019	52	0.148	CAT_2019	clust1
PM_CAT_036	CAT	279	2019	51	0.146	CAT_2019	clust1
PM_CAT_037	CAT	280	2019	39	0.041	CAT_2019	clust1
PM_CAT_038	CAT	281	2019	43	0.072	CAT_2019	clust1
PM_CAT_039	CAT	282	2019	45	0.1	CAT_2019	clust1
PM_CAT_040	CAT	283	2019	50	0.115	CAT_2019	clust1
PM_CAT_041	CAT	284	2019	50	0.137	CAT_2019	clust1
PM_CAT_042	CAT	285	2019	45	0.051	CAT_2019	clust1
PM_CAT_043	CAT	286	2019	46	0.073	CAT_2019	clust1
PM_CAT_044	CAT	287	2019	44	0.069	CAT_2019	clust1
PM_CAT_045	CAT	288	2019	38	0.032	CAT_2019	clust1
PM_CAT_046	CAT	289	2019	49	0.121	CAT_2019	clust1
PM_CAT_047	CAT	290	2019	51	0.117	CAT_2019	clust1
PM_CAT_048	CAT	291	2019	53	0.133	CAT_2019	clust1
PM_CAT_049	CAT	292	2019	43	0.047	CAT_2019	clust1
PM_CAT_050	CAT	293	2019	45	0.065	CAT_2019	clust1
PM_CAT_051	CAT	294	2019	53	0.15	CAT_2019	clust1
PM_CAT_052	CAT	295	2019	46	0.1	CAT_2019	clust1
PM_CAT_053	CAT	296	2019	49	0.103	CAT_2019	clust1
PM_CAT_054	CAT	297	2019	40	0.037	CAT_2019	clust1
PM_CAT_055	CAT	298	2019	46	0.084	CAT_2019	clust1
PM_CAT_056	CAT	299	2019	47	0.104	CAT_2019	clust1
PM_CAT_057	CAT	300	2019	48	0.146	CAT_2019	clust1
PM_CAT_058	CAT	301	2019	43	0.064	CAT_2019	clust1
PM_CAT_059	CAT	302	2019	51	0.096	CAT_2019	clust1
PM_CAT_060	CAT	303	2019	46	0.104	CAT_2019	clust1
PM_CAT_061	CAT	304	2019	39	0.056	CAT_2019	clust1
PM_CAT_062	CAT	305	2019	53	0.143	CAT_2019	clust1
PM_CAT_063	CAT	306	2019	37	0.031	CAT_2019	clust1
PM_CAT_064	CAT	307	2019	42	0.07	CAT_2019	clust1
PM_CAT_065	CAT	308	2019	38	0.043	CAT_2019	clust1
PM_CAT_066	CAT	309	2019	49	0.113	CAT_2019	clust1
PM_CAT_067	CAT	310	2019	44	0.072	CAT_2019	clust1
PM_CAT_068	CAT	311	2019	38	0.041	CAT_2019	clust1
PM_CAT_069	CAT	312	2019	44	0.082	CAT_2019	clust1
PM_CAT_070	CAT	313	2019	43	0.046	CAT_2019	clust1
PM_CAT_071	CAT	314	2019	50	0.128	CAT_2019	clust1
PM_CAT_072	CAT	315	2019	50	0.136	CAT_2019	clust1
PM_CAT_073	CAT	316	2019	38	0.029	CAT_2019	clust1
PM_CAT_074	CAT	317	2019	47	0.119	CAT_2019	clust1
PM_CAT_075	CAT	318	2019	46	0.115	CAT_2019	clust1
PM_CAT_076	CAT	319	2019	49	0.143	CAT_2019	clust1
PM_CAT_077	CAT	320	2019	52	0.074	CAT_2019	clust1
PM_CAT_078	CAT	321	2019	41	0.048	CAT_2019	clust1
PM_CAT_079	CAT	322	2019	45	0.08	CAT_2019	clust1
PM_CAT_080	CAT	323	2019	45	0.049	CAT_2019	clust1
PM_CAT_081	CAT	324	2019	49	0.102	CAT_2019	clust1
PM_CAT_082	CAT	325	2019	42	0.033	CAT_2019	clust1
PM_CAT_083	CAT	326	2019	48	0.086	CAT_2019	clust1
PM_CAT_084	CAT	327	2019	40	0.031	CAT_2019	clust1
PM_CAT_085	CAT	328	2019	42	0.054	CAT_2019	clust1
PM_CAT_086	CAT	329	2019	43	0.07	CAT_2019	clust1
PM_CAT_087	CAT	330	2019	51	0.134	CAT_2019	clust1
PM_CAT_088	CAT	331	2019	41	0.075	CAT_2019	clust1
PM_CAT_089	CAT	332	2019	48	0.116	CAT_2019	clust1
PM_CAT_090	CAT	333	2019	47	0.042	CAT_2019	clust1
PM_CAT_091	CAT	334	2019	48	0.057	CAT_2019	clust1
PM_CAT_092	CAT	335	2019	49	0.114	CAT_2019	clust1
PM_CAT_093	CAT	336	2019	49	0.061	CAT_2019	clust1
PM_CAT_094	CAT	337	2019	45	0.079	CAT_2019	clust1
PM_CAT_095	CAT	338	2019	44	0.062	CAT_2019	clust1
PM_CAT_096	CAT	339	2019	44	0.058	CAT_2019	clust1
PM_CAT_097	CAT	340	2019	47	0.092	CAT_2019	clust1
PM_CAT_098	CAT	341	2019	47	0.058	CAT_2019	clust1
PM_CAT_099	CAT	342	2019	48	0.05	CAT_2019	clust1
PM_CAT_100	CAT	343	2019	50	0.118	CAT_2019	clust1
PM_CAT_101	CAT	344	2019	45	0.08	CAT_2019	clust1
PM_CAT_102	CAT	345	2019	50	0.081	CAT_2019	clust1
PM_CAT_103	CAT	346	2019	43	0.041	CAT_2019	clust1
PM_CAT_104	CAT	347	2019	40	0.032	CAT_2019	clust1
PM_CAT_105	CAT	348	2019	50	0.062	CAT_2019	clust1
PM_CAT_106	CAT	349	2019	51	0.151	CAT_2019	clust1
PM_CAT_107	CAT	350	2019	50	0.096	CAT_2019	clust1
PM_CAT_108	CAT	351	2019	46	0.105	CAT_2019	clust1
PM_CAT_109	CAT	352	2019	41	0.038	CAT_2019	clust1
PM_CAT_110	CAT	353	2019	45	0.076	CAT_2019	clust1
PM_CAT_111	CAT	354	2019	39	0.057	CAT_2019	clust1
PM_CAT_112	CAT	355	2019	43	0.079	CAT_2019	clust1
PM_CAT_113	CAT	356	2019	44	0.047	CAT_2019	clust1
PM_CAT_114	CAT	357	2019	42	0.042	CAT_2019	clust1
PM_CAT_115	CAT	358	2019	49	0.067	CAT_2019	clust1
PM_CAT_116	CAT	359	2019	41	0.031	CAT_2019	clust1
PM_CAT_117	CAT	360	2019	50	0.066	CAT_2019	clust1
PM_CAT_118	CAT	361	2019	50	0.081	CAT_2019	clust1
PM_CAT_119	CAT	362	2019	47	0.075	CAT_2019	clust1
PM_CAT_120	CAT	363	2019	45	0.095	CAT_2019	clust1
PM_CAT_121	CAT	364	2019	40	0.051	CAT_2019	clust1
PM_CAT_122	CAT	365	2019	41	0.038	CAT_2019	clust1
PM_CAT_123	CAT	366	2019	39	0.045	CAT_2019	clust1
PM_CAT_124	CAT	367	2019	43	0.085	CAT_2019	clust1
PM_CAT_125	CAT	368	2019	49	0.05	CAT_2019	clust1
PM_CAT_126	CAT	369	2019	47	0.052	CAT_2019	clust1
PM_CAT_127	CAT	370	2019	50	0.118	CAT_2019	clust1
PM_CAT_128	CAT	371	2019	45	0.065	CAT_2019	clust1
PM_CAT_129	CAT	372	2019	53	0.115	CAT_2019	clust1
PM_CAT_130	CAT	373	2019	39	0.044	CAT_2019	clust1
PM_CAT_131	CAT	374	2019	52	0.082	CAT_2019	clust1
PM_CAT_132	CAT	375	2019	50	0.076	CAT_2019	clust1
PM_CAT_133	CAT	376	2019	46	0.082	CAT_2019	clust1
PM_CAT_134	CAT	377	2019	44	0.096	CAT_2019	clust1
PM_CAT_135	CAT	378	2019	51	0.065	CAT_2019	clust1
PM_CAT_136	CAT	379	2019	42	0.081	CAT_2019	clust1
PM_CAT_137	CAT	380	2019	44	0.108	CAT_2019	clust1
PM_CAT_138	CAT	381	2019	44	0.063	CAT_2019	clust1
PM_CAT_139	CAT	382	2019	40	0.039	CAT_2019	clust1
PM_CAT_140	CAT	383	2019	41	0.07	CAT_2019	clust1
PM_CAT_141	CAT	384	2019	44	0.09	CAT_2019	clust1
PM_CAT_142	CAT	385	2019	37	0.047	CAT_2019	clust1
PM_CAT_143	CAT	386	2019	39	0.064	CAT_2019	clust1
PM_CAT_144	CAT	387	2019	39	0.04	CAT_2019	clust1
PM_CAT_145	CAT	388	2019	52	0.108	CAT_2019	clust1
PM_CAT_146	CAT	389	2019	50	0.076	CAT_2019	clust1
PM_CAT_147	CAT	390	2019	47	0.075	CAT_2019	clust1
PM_CAT_148	CAT	391	2019	40	0.031	CAT_2019	clust1
PM_CAT_149	CAT	392	2019	43	0.036	CAT_2019	clust1
PM_CAT_150	CAT	393	2019	37	0.037	CAT_2019	clust1
PM_CAT_151	CAT	394	2019	43	0.054	CAT_2019	clust1
PM_CAT_152	CAT	395	2019	50	0.085	CAT_2019	clust1
PM_CAT_153	CAT	396	2019	44	0.043	CAT_2019	clust1
PM_CAT_154	CAT	397	2019	48	0.087	CAT_2019	clust1
PM_CAT_155	CAT	398	2019	45	0.057	CAT_2019	clust1
PM_CAT_156	CAT	399	2019	44	0.037	CAT_2019	clust1
