OffspringID	Length	Weight	Class	loc	ClusterIndex	Probability	FatherID	MotherID
PM_CAT_158	51	0.12	2	CAT	1	1.0000	*11	#1
PM_CAT_159	47	0.042	1	CAT	1	1.0000	*9	#10
PM_CAT_160	45	0.08	2	CAT	1	1.0000	*19	#10
PM_CAT_161	46	0.053	1	CAT	1	1.0000	*2	#2
PM_CAT_162	50	0.067	2	CAT	1	1.0000	*20	#23
PM_CAT_163	47	0.125	2	CAT	3	0.6498	*5	#4
PM_CAT_164	44	0.087	2	CAT	1	1.0000	*10	#10
PM_CAT_165	47	0.059	2	CAT	9	1.0000	*17	#18
PM_CAT_166	51	0.137	2	CAT	1	1.0000	*9	#10
PM_CAT_167	46	0.049	1	CAT	1	1.0000	*10	#13
PM_CAT_168	45	0.086	2	CAT	1	1.0000	*20	#23
PM_CAT_169	46	0.088	2	CAT	1	1.0000	*10	#10
PM_CAT_170	44	0.097	2	CAT	6	0.9974	*8	#11
PM_CAT_171	50	0.106	2	CAT	1	1.0000	*12	#13
PM_CAT_172	45	0.057	1	CAT	6	0.9974	*32	#31
PM_CAT_173	45	0.088	2	CAT	12	1.0000	*34	#27
PM_CAT_174	50	0.135	2	CAT	1	1.0000	*9	#10
PM_CAT_175	44	0.074	2	CAT	6	0.9974	*8	#11
PM_CAT_176	52	0.091	2	CAT	9	1.0000	*17	#18
PM_CAT_177	50	0.118	2	CAT	1	1.0000	*16	#2
PM_CAT_178	44	0.053	1	CAT	1	1.0000	*9	#10
PM_CAT_179	56	0.137	2	CAT	1	1.0000	*11	#12
PM_CAT_180	45	0.041	1	CAT	1	1.0000	*19	#10
PM_CAT_181	46	0.07	2	CAT	1	1.0000	*9	#10
PM_CAT_182	51	0.115	2	CAT	1	1.0000	*21	#17
PM_CAT_183	44	0.095	2	CAT	16	0.9999	*35	#32
PM_CAT_184	42	0.033	1	CAT	12	1.0000	*31	#27
PM_CAT_185	44	0.063	1	CAT	1	1.0000	*19	#22
PM_CAT_186	54	0.126	2	CAT	1	1.0000	*15	#16
PM_CAT_187	46	0.061	1	CAT	1	1.0000	*12	#13
PM_CAT_188	44	0.05	1	CAT	5	0.7003	*7	#8
PM_CAT_189	43	0.051	1	CAT	1	1.0000	*16	#2
PM_CAT_190	54	0.109	2	CAT	1	1.0000	*11	#12
PM_CAT_191	45	0.058	1	CAT	1	1.0000	*1	#1
PM_CAT_192	45	0.05	1	CAT	1	1.0000	*11	#12
PM_CAT_193	40	0.045	1	CAT	1	1.0000	*36	#10
PM_CAT_194	41	0.033	1	CAT	9	1.0000	*17	#18
PM_CAT_195	47	0.099	2	CAT	1	1.0000	*10	#1
PM_CAT_196	42	0.064	1	CAT	8	0.9032	*27	#15
PM_CAT_197	49	0.069	2	CAT	1	1.0000	*11	#12
PM_CAT_198	50	0.07	2	CAT	1	1.0000	*12	#13
PM_CAT_199	41	0.058	1	CAT	6	0.9974	*33	#9
PM_CAT_200	44	0.085	2	CAT	1	1.0000	*16	#2
PM_CAT_201	44	0.075	2	CAT	5	0.7003	*7	#7
PM_CAT_202	45	0.058	1	CAT	1	1.0000	*11	#12
PM_CAT_203	45	0.104	2	CAT	13	1.0000	*25	#28
PM_CAT_204	39	0.031	1	CAT	14	1.0000	*29	#29
PM_CAT_206	43	0.043	1	CAT	1	1.0000	*10	#10
PM_CAT_207	42	0.043	1	CAT	1	1.0000	*11	#12
PM_CAT_208	41	0.035	1	CAT	12	1.0000	*34	#33
PM_CAT_209	50	0.066	2	CAT	1	1.0000	*11	#12
PM_CAT_210	45	0.065	1	CAT	2	1.0000	*3	#24
PM_CAT_211	41	0.038	1	CAT	6	0.9974	*8	#9
PM_CAT_212	42	0.045	1	CAT	1	1.0000	*1	#1
PM_CAT_213	46	0.108	2	CAT	1	1.0000	*19	#10
PM_CAT_214	40	0.042	1	CAT	1	1.0000	*12	#13
PM_CAT_215	45	0.059	1	CAT	1	1.0000	*16	#17
PM_CAT_216	37	0.031	1	CAT	1	1.0000	*11	#12
PM_CAT_217	42	0.032	1	CAT	6	0.9974	*32	#31
PM_CAT_218	46	0.083	2	CAT	1	1.0000	*19	#10
PM_CAT_219	41	0.056	1	CAT	1	1.0000	*19	#10
PM_CAT_220	46	0.107	2	CAT	1	1.0000	*37	#2
PM_CAT_221	41	0.067	1	CAT	9	1.0000	*17	#18
PM_CAT_222	49	0.062	2	CAT	3	0.6498	*5	#4
PM_CAT_223	51	0.074	2	CAT	12	1.0000	*31	#27
PM_CAT_224	52	0.052	2	CAT	9	1.0000	*17	#18
PM_CAT_225	44	0.043	1	CAT	1	1.0000	*20	#23
PM_CAT_226	43	0.103	2	CAT	1	1.0000	*20	#23
PM_CAT_227	51	0.091	2	CAT	1	1.0000	*19	#10
PM_CAT_228	55	0.133	2	CAT	14	1.0000	*29	#29
PM_CAT_229	43	0.044	1	CAT	1	1.0000	*21	#17
PM_CAT_231	49	0.08	2	CAT	1	1.0000	*2	#1
PM_CAT_232	37	0.075	1	CAT	1	1.0000	*16	#17
PM_CAT_233	37	0.038	1	CAT	1	1.0000	*16	#2
PM_CAT_234	39	0.05	1	CAT	2	1.0000	*3	#3
PM_CAT_236	46	0.103	2	CAT	1	1.0000	*21	#17
PM_CAT_237	50	0.075	2	CAT	1	1.0000	*21	#17
PM_CAT_238	39	0.053	1	CAT	8	0.9032	*27	#15
PM_CAT_240	41	0.033	1	CAT	1	1.0000	*16	#2
PM_CAT_241	45	0.043	1	CAT	1	1.0000	*11	#12
PM_CAT_242	40	0.035	1	CAT	5	0.7003	*7	#8
PM_CAT_243	41	0.066	1	CAT	3	0.6498	*5	#4
PM_CAT_245	44	0.071	1	CAT	1	1.0000	*11	#12
PM_CAT_246	43	0.101	2	CAT	1	1.0000	*36	#10
PM_CAT_247	43	0.051	1	CAT	1	1.0000	*9	#10
PM_CAT_248	38	0.042	1	CAT	1	1.0000	*16	#2
PM_CAT_249	39	0.032	1	CAT	5	0.7003	*7	#7
PM_CAT_250	45	0.05	1	CAT	3	0.6498	*5	#4
PM_CAT_251	41	0.043	1	CAT	13	1.0000	*25	#28
PM_CAT_252	51	0.131	2	CAT	2	1.0000	*3	#24
PM_CAT_253	49	0.087	2	CAT	12	1.0000	*31	#27
PM_CAT_254	40	0.07	1	CAT	1	1.0000	*15	#16
PM_CAT_255	37	0.07	1	CAT	14	1.0000	*29	#29
PM_CAT_256	41	0.042	1	CAT	1	1.0000	*10	#10
PM_CAT_257	40	0.04	1	CAT	1	1.0000	*26	#10
PM_CAT_258	49	0.142	2	CAT	6	0.9974	*8	#11
PM_CHE_058	21	0.009	2	CHE	1	0.0196	*1	#1
PM_CHE_059	23	0.01	2	CHE	1	0.0196	*1	#1
PM_CHE_060	21	0.01	2	CHE	1	0.0196	*1	#1
PM_CHE_061	21	0.011	2	CHE	1	0.0196	*2	#1
PM_CHE_062	18	0.007	1	CHE	1	0.0196	*3	#1
PM_CHE_063	18	0.006	1	CHE	2	0.9020	*4	#2
PM_CHE_064	18	0.008	1	CHE	2	0.9020	*4	#2
PM_CHE_065	25	0.014	2	CHE	2	0.9020	*4	#2
PM_CHE_066	21	0.007	2	CHE	2	0.9020	*5	#2
PM_CHE_067	23	0.007	2	CHE	2	0.9020	*4	#2
PM_CHE_068	22	0.011	2	CHE	2	0.9020	*5	#2
PM_CHE_069	19	0.005	2	CHE	2	0.9020	*4	#2
PM_CHE_070	22	0.01	2	CHE	2	0.9020	*4	#2
PM_CHE_071	24	0.013	2	CHE	2	0.9020	*4	#2
PM_CHE_072	22	0.008	2	CHE	2	0.9020	*4	#2
PM_CHE_073	21	0.006	2	CHE	2	0.9020	*4	#2
PM_CHE_074	18	0.003	2	CHE	2	0.9020	*4	#2
PM_CHE_075	24	0.008	2	CHE	2	0.9020	*4	#2
PM_CHE_076	18	0.006	1	CHE	2	0.9020	*4	#2
PM_CHE_077	20	0.01	1	CHE	2	0.9020	*4	#2
PM_CHE_078	17	0.007	1	CHE	2	0.9020	*4	#2
PM_CHE_079	16	0.004	1	CHE	2	0.9020	*4	#2
PM_CHE_080	24	0.011	2	CHE	2	0.9020	*4	#2
PM_CHE_081	20	0.004	2	CHE	2	0.9020	*4	#2
PM_CHE_082	25	0.013	2	CHE	2	0.9020	*4	#2
PM_CHE_083	18	0.005	1	CHE	2	0.9020	*4	#2
PM_CHE_084	23	0.011	2	CHE	2	0.9020	*4	#2
PM_CHE_085	15	0.002	1	CHE	2	0.9020	*4	#2
PM_CHE_086	20	0.007	2	CHE	2	0.9020	*4	#2
PM_CHE_087	19	0.008	1	CHE	2	0.9020	*4	#2
PM_CHE_088	25	0.009	2	CHE	2	0.9020	*4	#2
PM_CHE_089	25	0.01	2	CHE	2	0.9020	*4	#2
PM_CHE_090	25	0.01	2	CHE	2	0.9020	*4	#2
PM_CHE_091	16	0.002	1	CHE	2	0.9020	*4	#2
PM_CHE_092	16	0.003	1	CHE	2	0.9020	*4	#2
PM_CHE_093	18	0.002	2	CHE	2	0.9020	*4	#2
PM_CHE_094	22	0.008	2	CHE	2	0.9020	*4	#2
PM_CHE_095	19	0.007	2	CHE	2	0.9020	*4	#2
PM_CHE_096	18	0.006	1	CHE	2	0.9020	*4	#2
PM_CHE_097	23	0.006	2	CHE	2	0.9020	*5	#2
PM_CHE_098	15	0.002	1	CHE	1	0.0196	*6	#1
PM_CHE_099	16	0.003	1	CHE	1	0.0196	*7	#1
PM_CHE_100	18	0.007	1	CHE	1	0.0196	*7	#1
PM_CHE_101	16	0.004	1	CHE	1	0.0196	*8	#1
PM_CHE_102	15	0.002	1	CHE	1	0.0196	*6	#1
PM_CHE_103	15	0.003	1	CHE	1	0.0196	*8	#1
PM_CHE_104	21	0.008	2	CHE	2	0.9020	*5	#2
PM_CHE_105	19	0.006	2	CHE	2	0.9020	*5	#2
PM_CHE_106	22	0.01	2	CHE	2	0.9020	*4	#2
PM_CHE_107	18	0.005	1	CHE	2	0.9020	*5	#2
PM_CHE_108	20	0.011	1	CHE	1	0.0196	*8	#1
PM_EAG_001	55	0.198	3	EAG	1	0.2707	*1	#1
PM_EAG_002	46	0.112	3	EAG	1	0.2707	*2	#1
PM_EAG_003	52	0.183	3	EAG	1	0.2707	*2	#1
PM_EAG_004	44	0.069	2	EAG	1	0.2707	*1	#2
PM_EAG_005	48	0.098	3	EAG	1	0.2707	*1	#2
PM_EAG_006	51	0.124	3	EAG	1	0.2707	*2	#2
PM_EAG_007	36	0.053	1	EAG	1	0.2707	*3	#3
PM_EAG_008	40	0.06	2	EAG	1	0.2707	*1	#1
PM_EAG_009	35	0.048	1	EAG	1	0.2707	*1	#2
PM_EAG_010	34	0.028	1	EAG	1	0.2707	*2	#3
PM_EAG_011	37	0.051	1	EAG	1	0.2707	*1	#1
PM_EAG_012	40	0.078	2	EAG	1	0.2707	*3	#1
PM_EAG_013	36	0.047	1	EAG	1	0.2707	*3	#3
PM_EAG_014	37	0.051	1	EAG	2	1.0000	*4	#4
PM_EAG_015	39	0.062	2	EAG	1	0.2707	*3	#2
PM_EAG_016	40	0.07	2	EAG	1	0.2707	*1	#3
PM_EAG_017	47	0.118	3	EAG	1	0.2707	*1	#2
PM_EAG_018	36	0.036	1	EAG	1	0.2707	*2	#2
PM_EAG_019	43	0.078	2	EAG	1	0.2707	*1	#1
PM_EAG_020	48	0.148	3	EAG	2	1.0000	*4	#4
PM_EAG_021	37	0.047	1	EAG	1	0.2707	*1	#1
PM_FOR_001	44	0.046	1	FOR	1	1.0000	*1	#1
PM_FOR_002	53	0.12	2	FOR	1	1.0000	*2	#1
PM_FOR_003	50	0.101	2	FOR	1	1.0000	*3	#2
PM_FOR_004	55	0.194	2	FOR	1	1.0000	*4	#2
PM_FOR_005	52	0.111	2	FOR	1	1.0000	*3	#2
PM_FOR_006	60	0.224	2	FOR	1	1.0000	*5	#1
PM_FOR_007	49	0.084	1	FOR	1	1.0000	*3	#2
PM_FOR_008	53	0.14	2	FOR	1	1.0000	*3	#2
PM_FOR_009	51	0.108	2	FOR	1	1.0000	*2	#1
PM_FOR_010	54	0.15	2	FOR	1	1.0000	*6	#3
PM_FOR_011	47	0.107	2	FOR	1	1.0000	*6	#3
PM_FOR_012	46	0.098	2	FOR	1	1.0000	*7	#3
PM_FOR_013	51	0.129	2	FOR	1	1.0000	*8	#3
PM_FOR_014	55	0.174	2	FOR	1	1.0000	*1	#3
PM_FOR_015	44	0.073	1	FOR	1	1.0000	*9	#3
PM_FOR_016	50	0.085	1	FOR	1	1.0000	*4	#2
PM_FOR_017	52	0.103	1	FOR	1	1.0000	*3	#2
PM_FOR_018	52	0.105	1	FOR	1	1.0000	*10	#1
PM_FOR_019	50	0.079	1	FOR	1	1.0000	*10	#1
PM_FOR_020	54	0.101	1	FOR	1	1.0000	*5	#1
PM_FOR_021	58	0.178	2	FOR	1	1.0000	*3	#2
PM_FOR_022	49	0.089	1	FOR	1	1.0000	*10	#1
PM_FOR_023	42	0.039	1	FOR	1	1.0000	*10	#2
PM_FOR_024	48	0.083	1	FOR	1	1.0000	*4	#2
PM_FOR_025	51	0.086	1	FOR	1	1.0000	*5	#1
PM_FOR_026	50	0.099	1	FOR	1	1.0000	*3	#2
PM_FOR_027	60	0.203	2	FOR	1	1.0000	*11	#1
PM_FOR_028	55	0.134	2	FOR	1	1.0000	*2	#1
PM_FOR_029	54	0.109	1	FOR	1	1.0000	*3	#2
PM_FOR_030	51	0.123	2	FOR	1	1.0000	*12	#3
PM_FOR_031	50	0.077	1	FOR	1	1.0000	*3	#2
PM_FOR_032	49	0.081	1	FOR	1	1.0000	*2	#3
PM_FOR_033	47	0.063	1	FOR	1	1.0000	*3	#3
PM_FOR_034	49	0.092	1	FOR	1	1.0000	*4	#2
PM_FOR_035	46	0.072	1	FOR	1	1.0000	*3	#2
PM_FOR_036	48	0.08	1	FOR	1	1.0000	*7	#3
PM_FOR_037	51	0.109	2	FOR	1	1.0000	*5	#1
PM_FOR_038	58	0.15	2	FOR	1	1.0000	*1	#1
PM_FOR_039	57	0.16	2	FOR	1	1.0000	*3	#2
PM_FOR_040	51	0.096	1	FOR	1	1.0000	*3	#2
PM_FOR_041	51	0.08	1	FOR	1	1.0000	*1	#3
PM_FOR_042	54	0.147	2	FOR	1	1.0000	*4	#2
PM_FOR_043	44	0.057	1	FOR	1	1.0000	*4	#2
PM_FOR_044	45	0.065	1	FOR	1	1.0000	*12	#3
PM_FOR_045	50	0.106	2	FOR	1	1.0000	*10	#1
PM_FOR_046	43	0.077	1	FOR	1	1.0000	*13	#2
PM_FOR_047	50	0.126	2	FOR	1	1.0000	*3	#2
PM_FOR_048	57	0.225	2	FOR	1	1.0000	*3	#2
PM_FOR_049	45	0.092	2	FOR	1	1.0000	*10	#2
PM_FOR_050	57	0.2	2	FOR	1	1.0000	*8	#3
PM_FOR_051	57	0.202	2	FOR	1	1.0000	*3	#2
PM_FOR_052	61	0.119	1	FOR	1	1.0000	*2	#1
PM_FOR_053	46	0.097	2	FOR	1	1.0000	*4	#2
PM_FOR_054	46	0.101	2	FOR	1	1.0000	*10	#1
PM_FOR_055	60	0.168	2	FOR	2	0.9159	*14	#4
PM_FOR_056	41	0.039	1	FOR	3	0.5822	*15	#5
PM_FOR_057	51	0.109	2	FOR	4	0.9967	*16	#6
PM_FOR_058	50	0.103	2	FOR	5	0.4527	*17	#7
PM_FOR_059	55	0.116	1	FOR	6	1.0000	*18	#8
PM_FOR_060	49	0.124	2	FOR	7	0.9836	*19	#9
PM_FOR_061	39	0.032	1	FOR	8	0.8144	*20	#10
PM_FOR_062	47	0.076	1	FOR	9	1.0000	*21	#11
PM_FOR_063	43	0.052	1	FOR	10	1.0000	*22	#12
PM_FOR_064	49	0.113	2	FOR	5	0.4527	*23	#13
PM_FOR_065	48	0.075	1	FOR	11	1.0000	*24	#14
PM_FOR_066	46	0.12	2	FOR	12	0.9999	*25	#15
PM_FOR_067	44	0.061	1	FOR	13	0.9573	*26	#16
PM_FOR_068	48	0.067	1	FOR	9	1.0000	*21	#11
PM_FOR_069	41	0.062	1	FOR	14	0.9996	*27	#17
PM_FOR_070	60	0.162	2	FOR	15	1.0000	*28	#18
PM_FOR_071	55	0.152	2	FOR	16	0.9999	*29	#19
PM_FOR_072	50	0.088	1	FOR	17	0.9801	*30	#20
PM_FOR_073	47	0.083	1	FOR	3	0.5822	*31	#21
PM_FOR_074	36	0.026	1	FOR	18	1.0000	*32	#22
PM_FOR_075	47	0.076	1	FOR	3	0.5822	*33	#21
PM_FOR_076	38	0.049	1	FOR	19	0.7425	*34	#23
PM_FOR_077	40	0.043	1	FOR	3	0.5822	*31	#21
PM_FOR_078	49	0.087	1	FOR	5	0.4527	*35	#24
PM_FOR_079	40	0.047	1	FOR	8	0.8144	*20	#25
PM_FOR_080	40	0.062	1	FOR	20	0.9707	*36	#26
PM_FOR_081	58	0.214	2	FOR	21	0.3821	*37	#27
PM_FOR_082	39	0.045	1	FOR	13	0.9573	*26	#16
PM_FOR_083	46	0.072	1	FOR	5	0.4527	*35	#7
PM_FOR_084	47	0.081	1	FOR	22	0.9536	*38	#28
PM_FOR_085	39	0.042	1	FOR	23	1.0000	*39	#29
PM_FOR_086	56	0.159	2	FOR	24	1.0000	*40	#30
PM_FOR_087	44	0.09	2	FOR	13	0.9573	*26	#31
PM_FOR_088	56	0.142	2	FOR	25	0.9952	*41	#32
PM_FOR_089	44	0.053	1	FOR	26	1.0000	*42	#33
PM_FOR_090	51	0.122	2	FOR	5	0.4527	*17	#34
PM_FOR_091	36	0.029	1	FOR	27	0.5625	*43	#35
PM_FOR_092	48	0.083	1	FOR	23	1.0000	*39	#29
PM_FOR_093	40	0.047	1	FOR	13	0.9573	*26	#16
PM_FOR_094	41	0.038	1	FOR	28	0.9997	*44	#36
PM_FOR_095	41	0.059	1	FOR	29	1.0000	*45	#37
PM_FOR_096	58	0.183	2	FOR	21	0.3821	*37	#38
PM_FOR_097	43	0.061	1	FOR	30	1.0000	*46	#39
PM_FOR_098	46	0.085	1	FOR	27	0.5625	*47	#40
PM_FOR_099	53	0.13	2	FOR	4	0.9967	*16	#41
PM_FOR_100	41	0.051	1	FOR	27	0.5625	*47	#35
PM_FOR_101	42	0.064	1	FOR	29	1.0000	*45	#37
PM_FOR_102	43	0.057	1	FOR	18	1.0000	*32	#22
PM_FOR_103	55	0.163	2	FOR	14	0.9996	*48	#17
PM_FOR_104	48	0.098	2	FOR	31	1.0000	*49	#42
PM_FOR_105	40	0.05	1	FOR	27	0.5625	*50	#43
PM_FOR_106	45	0.073	1	FOR	27	0.5625	*47	#43
PM_FOR_107	41	0.049	1	FOR	32	0.8938	*51	#44
PM_FOR_108	36	0.036	1	FOR	33	0.9769	*52	#45
PM_FOR_109	34	0.035	1	FOR	12	0.9999	*25	#46
PM_FOR_110	57	0.162	2	FOR	34	0.7427	*53	#47
PM_FOR_111	43	0.065	1	FOR	35	0.9164	*54	#48
PM_FOR_112	43	0.06	1	FOR	5	0.4527	*23	#13
PM_FOR_113	40	0.049	1	FOR	5	0.4527	*55	#24
PM_FOR_114	38	0.04	1	FOR	19	0.7425	*56	#23
PM_FOR_115	51	0.092	1	FOR	33	0.9769	*57	#45
PM_FOR_116	61	0.185	2	FOR	2	0.9159	*14	#49
PM_FOR_117	50	0.115	2	FOR	36	0.9945	*58	#50
PM_FOR_118	37	0.044	1	FOR	5	0.4527	*23	#34
PM_FOR_119	43	0.068	1	FOR	3	0.5822	*33	#51
PM_FOR_120	46	0.075	1	FOR	3	0.5822	*15	#51
PM_FOR_121	43	0.078	1	FOR	37	0.6223	*59	#52
PM_FOR_122	41	0.063	1	FOR	38	0.7143	*60	#53
PM_MAI_001	35	0.036	2	MAI	1	1.0000	*1	#1
PM_MAI_002	35	0.035	2	MAI	1	1.0000	*1	#1
PM_MAI_003	33	0.035	2	MAI	2	1.0000	*2	#2
PM_MAI_004	25	0.006	1	MAI	2	1.0000	*2	#2
PM_MAI_005	34	0.046	2	MAI	3	0.6667	*3	#3
PM_MAI_006	27	0.009	1	MAI	2	1.0000	*2	#2
PM_MAI_007	33	0.027	2	MAI	4	1.0000	*4	#4
PM_MAI_008	31	0.026	2	MAI	1	1.0000	*5	#1
PM_MAI_009	32	0.033	2	MAI	2	1.0000	*2	#2
PM_MAI_010	29	0.011	1	MAI	3	0.6667	*6	#3
PM_MAI_011	33	0.028	2	MAI	1	1.0000	*5	#1
PM_MAI_012	32	0.03	2	MAI	5	0.6667	*7	#5
PM_MAI_013	36	0.061	2	MAI	5	0.6667	*7	#6
PM_MAI_014	27	0.011	1	MAI	2	1.0000	*2	#2
PM_MAI_015	29	0.016	1	MAI	4	1.0000	*4	#7
PM_MAI_016	29	0.013	1	MAI	4	1.0000	*4	#7
PM_MAI_017	28	0.012	1	MAI	2	1.0000	*2	#2
PM_MAI_018	33	0.026	2	MAI	1	1.0000	*5	#1
PM_MAI_019	30	0.019	1	MAI	4	1.0000	*4	#7
PM_MAI_020	32	0.024	2	MAI	1	1.0000	*5	#1
PM_MAI_021	31	0.017	1	MAI	2	1.0000	*2	#2
PM_MAI_022	25	0.008	1	MAI	4	1.0000	*4	#7
PM_MAI_023	30	0.016	1	MAI	1	1.0000	*1	#1
PM_MAI_024	26	0.003	1	MAI	2	1.0000	*2	#2
PM_MAI_025	26	0.008	1	MAI	5	0.6667	*7	#5
PM_MAI_026	33	0.029	2	MAI	5	0.6667	*7	#5
PM_MAI_028	33	0.025	2	MAI	1	1.0000	*5	#1
PM_MAI_029	28	0.007	1	MAI	2	1.0000	*2	#2
PM_MAI_030	28	0.018	1	MAI	4	1.0000	*4	#8
PM_MAN_001	30	0.021	1	MAN	1	0.9859	*1	#1
PM_MAN_002	31	0.021	1	MAN	2	1.0000	*2	#2
PM_MAN_003	38	0.042	1	MAN	3	1.0000	*3	#3
PM_MAN_004	46	0.076	1	MAN	4	0.9994	*4	#4
PM_MAN_005	35	0.034	1	MAN	5	1.0000	*5	#5
PM_MAN_006	46	0.083	2	MAN	6	0.4888	*6	#6
PM_MAN_007	39	0.05	1	MAN	7	1.0000	*7	#7
PM_MAN_008	36	0.03	1	MAN	8	0.9851	*8	#8
PM_MAN_009	35	0.035	1	MAN	9	1.0000	*9	#9
PM_MAN_010	38	0.05	1	MAN	10	0.9090	*10	#10
PM_MAN_011	33	0.026	1	MAN	11	0.9885	*11	#11
PM_MAN_012	44	0.063	1	MAN	12	0.7341	*12	#12
PM_MAN_013	45	0.083	2	MAN	9	1.0000	*9	#13
PM_MAN_014	43	0.059	1	MAN	9	1.0000	*13	#9
PM_MAN_015	41	0.062	1	MAN	12	0.7341	*12	#12
PM_MAN_016	48	0.085	2	MAN	13	0.4889	*14	#14
PM_MAN_017	43	0.066	1	MAN	14	0.9822	*15	#15
PM_MAN_018	30	0.018	1	MAN	15	1.0000	*16	#16
PM_MAN_019	33	0.023	1	MAN	6	0.4888	*17	#17
PM_MAN_020	39	0.043	1	MAN	16	1.0000	*18	#18
PM_MAN_021	37	0.047	1	MAN	17	0.9999	*19	#19
PM_MAN_022	45	0.111	2	MAN	18	0.9999	*20	#20
PM_MAN_023	39	0.054	1	MAN	19	0.8842	*21	#21
PM_MAN_024	34	0.04	1	MAN	8	0.9851	*22	#22
PM_MAN_025	41	0.074	1	MAN	20	0.9780	*23	#23
PM_MAN_026	29	0.018	1	MAN	6	0.4888	*17	#17
PM_MAN_027	41	0.05	1	MAN	21	0.9945	*24	#24
PM_MAN_028	37	0.038	1	MAN	22	1.0000	*25	#25
PM_MAN_029	36	0.037	1	MAN	7	1.0000	*7	#7
PM_MAN_030	33	0.024	1	MAN	23	0.9999	*26	#26
PM_MAN_031	43	0.077	2	MAN	24	1.0000	*27	#27
PM_MAN_032	30	0.024	1	MAN	25	0.9977	*28	#28
PM_MAN_033	29	0.01	1	MAN	1	0.9859	*1	#29
PM_MAN_034	57	0.135	2	MAN	26	0.9879	*29	#30
PM_MAN_035	51	0.086	2	MAN	27	1.0000	*30	#31
PM_MAN_036	50	0.126	2	MAN	8	0.9851	*22	#22
PM_MAN_037	51	0.075	2	MAN	16	1.0000	*18	#18
PM_MAN_038	50	0.064	2	MAN	28	0.9929	*31	#32
