OffspringID	Length	Weight	Class	loc	ClusterIndex	Probability	FatherID	MotherID
PM_OCQ_516	26	0.013	2	OCQ	44	1.0000	*54	#47
PM_OCQ_517	27	0.017	2	OCQ	52	1.0000	*65	#59
PM_STE_001	145	4.944	1	STE	1	0.0385	*1	#1
PM_STE_003	155	5.548	1	STE	1	0.0385	*1	#2
PM_STE_004	140	4.598	1	STE	1	0.0385	*1	#3
PM_STE_005	155	5.91	1	STE	2	1.0000	*2	#4
PM_STE_007	138	3.86	1	STE	1	0.0385	*3	#3
PM_STE_009	154	5.965	1	STE	2	1.0000	*2	#4
PM_STE_012	138	4.082	1	STE	1	0.0385	*1	#2
PM_STE_013	142	4.309	1	STE	1	0.0385	*3	#2
PM_STE_014	138	4.385	1	STE	1	0.0385	*1	#3
PM_STE_015	142	4.153	1	STE	1	0.0385	*1	#5
PM_STE_016	125	3.337	1	STE	1	0.0385	*3	#3
PM_STE_017	128	3.082	1	STE	1	0.0385	*1	#2
PM_STE_019	143	4.689	1	STE	1	0.0385	*1	#5
PM_STE_020	149	5.366	1	STE	1	0.0385	*1	#5
PM_STE_021	136	3.881	1	STE	1	0.0385	*3	#2
PM_STE_022	149	5.219	1	STE	2	1.0000	*2	#4
PM_STE_023	156	5.554	1	STE	1	0.0385	*3	#2
PM_STE_024	130	3.952	1	STE	1	0.0385	*3	#3
PM_STE_025	155	6.038	1	STE	1	0.0385	*3	#2
PM_STE_026	140	4.059	1	STE	1	0.0385	*1	#2
PM_STE_027	146	4.907	1	STE	2	1.0000	*2	#4
PM_STE_028	159	6.027	1	STE	1	0.0385	*3	#3
PM_STE_029	155	6.103	1	STE	1	0.0385	*1	#5
PM_STE_030	133	3.829	1	STE	2	1.0000	*2	#4
PM_STE_031	156	5.895	1	STE	3	1.0000	*4	#6
PM_STE_032	152	5.652	1	STE	1	0.0385	*1	#2
PM_STE_033	165	6.702	1	STE	1	0.0385	*1	#2
PM_STE_034	136	4.541	1	STE	1	0.0385	*1	#3
PM_STE_035	128	3.623	1	STE	1	0.0385	*1	#1
PM_STE_037	126	3.138	1	STE	1	0.0385	*3	#3
PM_STE_038	143	4.335	1	STE	1	0.0385	*3	#3
PM_STE_039	143	4.722	1	STE	1	0.0385	*1	#5
PM_STE_040	156	6.182	1	STE	2	1.0000	*2	#4
PM_STE_041	144	4.138	1	STE	1	0.0385	*1	#2
PM_STE_042	153	5.076	1	STE	1	0.0385	*1	#5
PM_STE_043	140	3.993	1	STE	1	0.0385	*1	#3
PM_STE_045	151	5.32	1	STE	1	0.0385	*1	#2
PM_STE_046	143	3.773	1	STE	1	0.0385	*3	#2
PM_STE_047	155	5.316	1	STE	1	0.0385	*1	#5
PM_STE_048	159	5.944	1	STE	1	0.0385	*1	#2
PM_STE_049	140	4.38	1	STE	1	0.0385	*3	#3
PM_STE_050	134	3.958	1	STE	3	1.0000	*5	#6
PM_STE_051	150	5.211	1	STE	1	0.0385	*1	#5
PM_STE_052	145	5.26	1	STE	1	0.0385	*1	#2
PM_STE_053	136	3.39	1	STE	1	0.0385	*1	#2
PM_STE_054	133	3.561	1	STE	1	0.0385	*1	#3
PM_STE_055	134	4.144	1	STE	1	0.0385	*1	#3
PM_STE_056	145	5.044	1	STE	1	0.0385	*1	#5
PM_STE_057	130	3.253	1	STE	2	1.0000	*2	#4
PM_STE_058	144	5.385	1	STE	3	1.0000	*5	#6
PM_STE_059	169	8.306	1	STE	2	1.0000	*2	#4
PM_STE_060	152	6.152	1	STE	1	0.0385	*3	#7
PM_STE_061	130	3.54	1	STE	1	0.0385	*1	#3
PM_STE_062	125	3.043	1	STE	1	0.0385	*1	#5
PM_STE_064	154	5.702	1	STE	1	0.0385	*3	#3
PM_STE_065	141	4.145	1	STE	1	0.0385	*1	#3
PM_STE_067	137	3.666	1	STE	1	0.0385	*1	#2
PM_STE_069	132	3.311	1	STE	1	0.0385	*1	#3
PM_STE_070	150	5.307	1	STE	1	0.0385	*3	#7
PM_STE_071	129	2.697	1	STE	1	0.0385	*1	#2
PM_STE_072	139	4.246	1	STE	1	0.0385	*1	#3
PM_STE_073	146	5.16	1	STE	1	0.0385	*3	#3
PM_STE_074	144	4.338	1	STE	1	0.0385	*3	#2
PM_STE_076	155	6.545	1	STE	1	0.0385	*1	#2
PM_STE_077	129	3.377	1	STE	1	0.0385	*1	#3
PM_STE_080	134	4.399	1	STE	2	1.0000	*2	#4
PM_STE_082	124	3.258	1	STE	1	0.0385	*1	#3
PM_STE_083	149	5.251	1	STE	1	0.0385	*3	#3
PM_STE_084	136	4.427	1	STE	1	0.0385	*1	#2
PM_STE_085	148	4.596	1	STE	1	0.0385	*1	#5
PM_STE_086	143	4.445	1	STE	1	0.0385	*1	#3
PM_STE_087	144	5.956	1	STE	1	0.0385	*1	#3
PM_STE_088	145	4.201	1	STE	1	0.0385	*3	#2
PM_STE_090	120	3.123	1	STE	1	0.0385	*1	#7
PM_STE_091	138	4.949	1	STE	1	0.0385	*1	#3
PM_STE_092	140	3.669	1	STE	3	1.0000	*5	#6
PM_STE_093	122	2.899	1	STE	1	0.0385	*1	#2
PM_STE_094	132	3.516	1	STE	1	0.0385	*1	#2
PM_STE_095	122	3.279	1	STE	1	0.0385	*1	#2
PM_STE_096	150	4.7	1	STE	1	0.0385	*3	#2
PM_STE_097	146	4.754	1	STE	1	0.0385	*1	#5
PM_STE_098	135	3.891	1	STE	1	0.0385	*1	#3
PM_STE_099	150	5.506	1	STE	1	0.0385	*1	#2
PM_STE_100	140	4.913	1	STE	1	0.0385	*1	#5
PM_STE_101	146	5.623	1	STE	1	0.0385	*1	#3
PM_STE_102	152	5.951	1	STE	1	0.0385	*1	#5
PM_STE_103	133	3.74	1	STE	1	0.0385	*1	#1
PM_STE_104	160	6.299	1	STE	1	0.0385	*1	#2
PM_STE_105	135	4.102	1	STE	1	0.0385	*3	#3
PM_STE_106	154	5.932	1	STE	1	0.0385	*1	#2
PM_STE_107	145	5.276	1	STE	1	0.0385	*1	#3
PM_STE_108	150	5.622	1	STE	1	0.0385	*1	#2
PM_STE_109	147	5.514	1	STE	2	1.0000	*2	#4
PM_STE_110	137	4.23	1	STE	1	0.0385	*1	#3
PM_STE_111	145	5.136	1	STE	1	0.0385	*1	#3
PM_STE_112	137	4.398	1	STE	1	0.0385	*1	#3
PM_STE_113	155	6.14	1	STE	1	0.0385	*3	#3
PM_STE_114	153	5.521	1	STE	1	0.0385	*3	#2
PM_STE_115	147	5.129	1	STE	1	0.0385	*1	#2
PM_STE_116	147	4.779	1	STE	1	0.0385	*1	#2
PM_STE_117	143	4.769	1	STE	1	0.0385	*1	#2
PM_STE_118	167	7.711	1	STE	1	0.0385	*1	#2
PM_STE_119	162	7.018	1	STE	1	0.0385	*1	#5
PM_STE_120	135	4.454	1	STE	2	1.0000	*2	#4
PM_STE_121	111	2.182	1	STE	1	0.0385	*1	#1
PM_SWN_001	48	0.087	1	SWN	1	0.3333	*1	#1
PM_SWN_002	48	0.083	1	SWN	2	1.0000	*2	#2
PM_SWN_003	48	0.103	1	SWN	1	0.3333	*1	#1
PM_SWN_004	43	0.058	1	SWN	1	0.3333	*1	#1
PM_SWN_005	44	0.06	1	SWN	2	1.0000	*2	#2
PM_SWN_006	51	0.165	2	SWN	2	1.0000	*2	#2
PM_SWN_007	43	0.059	1	SWN	1	0.3333	*1	#1
PM_SWN_008	51	0.119	1	SWN	1	0.3333	*1	#1
PM_SWN_009	53	0.14	2	SWN	1	0.3333	*1	#1
PM_SWN_010	47	0.084	1	SWN	2	1.0000	*2	#2
PM_SWN_011	45	0.102	1	SWN	2	1.0000	*2	#2
PM_SWN_012	44	0.072	1	SWN	1	0.3333	*1	#1
PM_SWN_013	43	0.064	1	SWN	1	0.3333	*1	#1
PM_SWN_014	42	0.046	1	SWN	1	0.3333	*1	#1
PM_SWN_015	52	0.14	2	SWN	1	0.3333	*1	#1
PM_SWN_016	53	0.18	2	SWN	1	0.3333	*1	#1
PM_SWN_017	45	0.091	1	SWN	2	1.0000	*2	#2
PM_SWN_018	40	0.049	1	SWN	1	0.3333	*1	#1
PM_SWN_019	54	0.167	2	SWN	1	0.3333	*3	#1
PM_SWN_020	47	0.104	1	SWN	2	1.0000	*2	#2
PM_SWN_021	49	0.085	1	SWN	2	1.0000	*2	#2
PM_SWN_022	53	0.136	2	SWN	2	1.0000	*2	#2
PM_SWN_023	44	0.082	1	SWN	1	0.3333	*1	#1
PM_SWN_024	51	0.132	2	SWN	2	1.0000	*2	#2
PM_SWN_025	49	0.104	1	SWN	1	0.3333	*1	#1
PM_SWN_026	49	0.099	1	SWN	2	1.0000	*2	#2
PM_SWN_027	52	0.157	2	SWN	2	1.0000	*2	#2
PM_SWN_028	50	0.126	1	SWN	1	0.3333	*1	#1
PM_SWN_029	51	0.134	2	SWN	1	0.3333	*1	#1
PM_SWN_030	45	0.079	1	SWN	2	1.0000	*2	#2
PM_SWN_032	52	0.16	2	SWN	2	1.0000	*2	#2
PM_SWN_033	48	0.1	1	SWN	2	1.0000	*2	#2
PM_SWN_034	54	0.176	2	SWN	1	0.3333	*1	#1
PM_SWN_035	49	0.105	1	SWN	1	0.3333	*1	#1
PM_SWN_036	49	0.098	1	SWN	1	0.3333	*1	#1
PM_SWN_037	48	0.103	1	SWN	1	0.3333	*1	#1
PM_SWN_038	46	0.108	1	SWN	1	0.3333	*1	#1
PM_SWN_039	51	0.112	1	SWN	2	1.0000	*2	#2
PM_TAQ_001	32	0.018	1	TAQ	1	0.9728	*1	#1
PM_TAQ_003	38	0.037	1	TAQ	2	0.3964	*2	#2
PM_TAQ_004	44	0.069	2	TAQ	2	0.3964	*2	#2
PM_TAQ_005	34	0.024	1	TAQ	3	1.0000	*3	#3
PM_TAQ_006	37	0.029	1	TAQ	4	0.4489	*4	#4
PM_TAQ_007	39	0.034	1	TAQ	5	1.0000	*5	#5
PM_TAQ_008	37	0.031	1	TAQ	3	1.0000	*6	#3
PM_TAQ_009	34	0.022	1	TAQ	6	0.9925	*7	#6
PM_TAQ_010	39	0.044	2	TAQ	7	1.0000	*8	#7
PM_TAQ_012	36	0.028	1	TAQ	8	0.9999	*9	#8
PM_TAQ_013	39	0.044	2	TAQ	9	1.0000	*10	#9
PM_TAQ_014	38	0.027	1	TAQ	2	0.3964	*11	#10
PM_TAQ_015	44	0.072	2	TAQ	10	0.6590	*12	#11
PM_TAQ_016	34	0.022	1	TAQ	8	0.9999	*13	#12
PM_TAQ_017	32	0.015	1	TAQ	11	1.0000	*14	#13
PM_TAQ_018	36	0.028	1	TAQ	12	1.0000	*15	#14
PM_TAQ_019	35	0.03	1	TAQ	13	0.3945	*16	#15
PM_TAQ_020	43	0.055	2	TAQ	8	0.9999	*13	#8
PM_TAQ_021	32	0.021	1	TAQ	7	1.0000	*8	#7
PM_TAQ_022	29	0.014	1	TAQ	8	0.9999	*17	#8
PM_TAQ_024	39	0.046	2	TAQ	11	1.0000	*18	#16
PM_TAQ_025	33	0.019	1	TAQ	14	1.0000	*19	#17
PM_TAQ_026	38	0.054	2	TAQ	15	0.9999	*20	#18
PM_TAQ_027	35	0.037	2	TAQ	12	1.0000	*15	#19
PM_TAQ_028	35	0.028	1	TAQ	12	1.0000	*15	#19
PM_TAQ_029	35	0.022	1	TAQ	11	1.0000	*21	#16
PM_TAQ_030	40	0.057	2	TAQ	15	0.9999	*22	#18
PM_TAQ_031	34	0.017	1	TAQ	14	1.0000	*19	#20
PM_TAQ_032	36	0.028	1	TAQ	12	1.0000	*15	#19
PM_TAQ_033	40	0.032	1	TAQ	1	0.9728	*1	#21
PM_TAQ_034	33	0.022	1	TAQ	3	1.0000	*3	#3
PM_TAQ_035	35	0.02	1	TAQ	1	0.9728	*1	#22
PM_TAQ_036	40	0.03	1	TAQ	12	1.0000	*15	#19
PM_TAQ_037	37	0.025	1	TAQ	16	0.9988	*23	#23
PM_TAQ_038	33	0.015	1	TAQ	1	0.9728	*1	#24
PM_TAQ_039	43	0.089	2	TAQ	1	0.9728	*1	#25
PM_TAQ_040	44	0.059	2	TAQ	17	0.8086	*24	#26
PM_TAQ_041	41	0.052	2	TAQ	18	1.0000	*25	#27
PM_TAQ_042	40	0.049	2	TAQ	1	0.9728	*1	#1
PM_TAQ_044	36	0.03	1	TAQ	17	0.8086	*24	#28
PM_TAQ_046	33	0.016	1	TAQ	1	0.9728	*26	#25
PM_TAQ_047	33	0.02	1	TAQ	1	0.9728	*1	#21
PM_TAQ_048	43	0.067	2	TAQ	19	0.6725	*27	#29
PM_TAQ_049	34	0.017	1	TAQ	20	1.0000	*28	#30
PM_TAQ_050	36	0.031	1	TAQ	13	0.3945	*29	#31
PM_TAQ_051	27	0.01	1	TAQ	7	1.0000	*8	#7
PM_TAQ_052	33	0.015	1	TAQ	11	1.0000	*21	#16
PM_TAQ_054	34	0.022	1	TAQ	20	1.0000	*28	#30
PM_TAQ_055	39	0.032	1	TAQ	2	0.3964	*30	#10
PM_TAQ_058	37	0.027	1	TAQ	21	1.0000	*31	#32
PM_TAQ_059	35	0.022	1	TAQ	2	0.3964	*2	#2
PM_TAQ_060	33	0.022	1	TAQ	20	1.0000	*28	#30
PM_TAQ_061	37	0.026	1	TAQ	22	1.0000	*32	#33
PM_TAQ_062	38	0.037	1	TAQ	11	1.0000	*21	#13
PM_TAQ_063	29	0.013	1	TAQ	21	1.0000	*33	#32
PM_TAQ_064	33	0.016	1	TAQ	2	0.3964	*34	#2
PM_TAQ_065	41	0.05	2	TAQ	1	0.9728	*1	#21
PM_TAQ_066	36	0.028	1	TAQ	23	1.0000	*35	#34
PM_TAQ_067	39	0.031	1	TAQ	22	1.0000	*32	#33
PM_TAQ_069	39	0.038	1	TAQ	1	0.9728	*1	#25
PM_TAQ_070	38	0.029	1	TAQ	5	1.0000	*5	#5
PM_TAQ_072	32	0.021	1	TAQ	11	1.0000	*21	#16
PM_TAQ_073	42	0.046	2	TAQ	12	1.0000	*15	#19
PM_TAQ_074	41	0.067	2	TAQ	15	0.9999	*20	#18
PM_TAQ_075	33	0.019	1	TAQ	12	1.0000	*15	#19
PM_TAQ_076	45	0.078	2	TAQ	13	0.3945	*29	#15
PM_TAQ_077	43	0.072	2	TAQ	18	1.0000	*25	#27
PM_TAQ_078	38	0.046	2	TAQ	5	1.0000	*36	#5
PM_TAQ_079	34	0.027	1	TAQ	4	0.4489	*37	#35
PM_TAQ_080	33	0.019	1	TAQ	1	0.9728	*1	#1
PM_TAQ_081	35	0.018	1	TAQ	11	1.0000	*21	#16
PM_TAQ_082	38	0.03	1	TAQ	21	1.0000	*31	#32
PM_TAQ_083	35	0.026	1	TAQ	14	1.0000	*19	#17
PM_TAQ_084	39	0.036	1	TAQ	24	0.9999	*38	#36
PM_TAQ_085	47	0.108	2	TAQ	1	0.9728	*1	#1
PM_TAQ_087	44	0.089	2	TAQ	20	1.0000	*28	#30
PM_TAQ_088	31	0.021	1	TAQ	4	0.4489	*37	#4
PM_TAQ_091	37	0.032	1	TAQ	25	0.9939	*39	#37
PM_TAQ_092	42	0.049	2	TAQ	11	1.0000	*21	#16
PM_TAQ_093	41	0.051	2	TAQ	20	1.0000	*28	#30
PM_TAQ_094	39	0.032	1	TAQ	8	0.9999	*40	#12
PM_TAQ_095	30	0.018	1	TAQ	3	1.0000	*3	#3
PM_TAQ_096	35	0.032	1	TAQ	2	0.3964	*34	#38
PM_TAQ_097	33	0.022	1	TAQ	2	0.3964	*30	#39
PM_TAQ_098	42	0.061	2	TAQ	26	0.9126	*41	#40
PM_TAQ_099	39	0.06	2	TAQ	21	1.0000	*31	#32
PM_TAQ_100	39	0.047	2	TAQ	12	1.0000	*15	#14
PM_TAQ_102	33	0.02	1	TAQ	3	1.0000	*3	#41
PM_TAQ_103	36	0.025	1	TAQ	4	0.4489	*37	#35
PM_TAQ_105	34	0.015	1	TAQ	8	0.9999	*13	#8
PM_TAQ_107	41	0.056	2	TAQ	2	0.3964	*11	#2
PM_TAQ_108	47	0.08	2	TAQ	8	0.9999	*13	#8
PM_TWO_001	40	0.071	1	TWO	1	0.5333	*1	#1
PM_TWO_002	55	0.224	2	TWO	2	1.0000	*2	#2
PM_TWO_003	43	0.067	1	TWO	3	1.0000	*3	#3
PM_TWO_004	55	0.183	2	TWO	4	1.0000	*4	#4
PM_TWO_005	54	0.194	2	TWO	5	0.9998	*5	#5
PM_TWO_006	36	0.049	1	TWO	6	1.0000	*6	#6
PM_TWO_007	39	0.051	1	TWO	6	1.0000	*6	#6
PM_TWO_008	33	0.033	1	TWO	6	1.0000	*6	#6
PM_TWO_009	30	0.026	1	TWO	6	1.0000	*6	#7
PM_TWO_010	35	0.038	1	TWO	6	1.0000	*6	#6
PM_TWO_011	36	0.052	1	TWO	7	0.9991	*7	#8
PM_TWO_012	36	0.042	1	TWO	6	1.0000	*6	#7
PM_TWO_013	39	0.052	1	TWO	8	1.0000	*8	#9
PM_TWO_014	37	0.052	1	TWO	9	1.0000	*9	#10
PM_TWO_015	54	0.142	2	TWO	10	0.9866	*10	#11
PM_TWO_016	38	0.042	1	TWO	9	1.0000	*9	#10
PM_TWO_017	42	0.082	1	TWO	11	0.9856	*11	#12
PM_TWO_018	35	0.037	1	TWO	6	1.0000	*6	#6
PM_TWO_019	34	0.038	1	TWO	6	1.0000	*6	#7
PM_TWO_020	41	0.06	1	TWO	1	0.5333	*1	#13
PM_TWO_021	50	0.108	2	TWO	3	1.0000	*3	#3
PM_TWO_022	35	0.041	1	TWO	1	0.5333	*1	#13
PM_TWO_023	56	0.19	2	TWO	12	0.9569	*12	#14
PM_TWO_024	57	0.2	2	TWO	5	0.9998	*5	#15
PM_TWO_025	40	0.042	1	TWO	1	0.5333	*1	#1
PM_TWO_026	42	0.067	1	TWO	9	1.0000	*9	#10
PM_TWO_027	57	0.165	2	TWO	13	0.9994	*13	#16
PM_TWO_028	43	0.084	1	TWO	1	0.5333	*1	#1
PM_TWO_029	44	0.084	1	TWO	14	0.9873	*14	#17
PM_TWO_030	35	0.046	1	TWO	6	1.0000	*6	#7
PM_TWO_031	49	0.111	2	TWO	15	1.0000	*15	#18
PM_TWO_032	36	0.043	1	TWO	2	1.0000	*2	#2
PM_TWO_033	38	0.045	1	TWO	2	1.0000	*2	#2
PM_TWO_034	43	0.08	1	TWO	6	1.0000	*6	#7
PM_TWO_035	54	0.115	2	TWO	4	1.0000	*4	#4
PM_TWO_036	31	0.036	1	TWO	16	0.9707	*16	#19
PM_TWO_037	39	0.066	1	TWO	7	0.9991	*17	#8
PM_TWO_038	29	0.03	1	TWO	17	0.9963	*18	#20
PM_TWO_039	37	0.04	1	TWO	18	0.9919	*19	#21
PM_TWO_040	38	0.061	1	TWO	15	1.0000	*15	#18
PM_TWO_041	35	0.059	1	TWO	1	0.5333	*1	#13
PM_TWO_042	30	0.031	1	TWO	6	1.0000	*6	#6
PM_TWO_043	39	0.066	1	TWO	19	0.9917	*20	#22
